Subject,Start Date
"McCarthy era begins, anti-Communist hearings in US",07/16/1950
"China enters Korean War, pushing UN forces back",10/19/1950
General MacArthur fired by Truman for insubordination,04/11/1951
Japanese Peace Treaty signed at San Francisco,09/08/1951
Libya gains independence from Italy and Britain,12/24/1951
Elizabeth II becomes queen of Britain after George VI dies,02/06/1952
Egyptian Revolution - Nasser overthrows King Farouk,07/23/1952
US tests first hydrogen bomb at Eniwetok Atoll,11/01/1952
"Stalin dies, power struggle begins in USSR",03/05/1953
DNA double helix structure discovered by Watson and Crick,04/25/1953
Edmund Hillary and Tenzing Norgay summit Mount Everest,05/29/1953
Korean War ends with armistice,07/27/1953
Battle of Dien Bien Phu - France defeated by Viet Minh in Vietnam,05/07/1954
Geneva Accords partition Vietnam at 17th parallel,07/21/1954
Brown v. Board of Education - school segregation outlawed in US,09/25/1954
Warsaw Pact established,01/08/1955
West Germany joins NATO,05/09/1955
Warsaw Pact formed as Soviet-bloc military alliance,05/14/1955
"Rosa Parks refuses to give up bus seat, Montgomery Bus Boycott begins",12/01/1955
Montgomery Bus Boycott begins,12/01/1955
Hungarian Revolution crushed by Soviet Union,01/05/1956
Khrushchev denounces Stalin's crimes at 20th Party Congress,02/25/1956
"Suez Crisis - Egypt nationalizes canal, Britain and France invade then withdraw",10/29/1956
Ghana becomes first sub-Saharan African nation to gain independence,03/06/1957
Treaty of Rome founds European Economic Community,03/25/1957
Satellite launched,06/19/1957
Space Race begins,07/16/1957
"Soviet Union launches Sputnik, first artificial satellite",10/04/1957
Sputnik 1 - first satellite launched,10/04/1957
NASA established in United States,07/29/1958
"Great Leap Forward begins in China, catastrophic famine follows",09/19/1958
"Charles de Gaulle returns to power, Fifth French Republic founded",10/04/1958
Cuban Revolution - Fidel Castro takes power,01/01/1959
"Tibet uprising crushed by China, Dalai Lama flees to India",03/11/1959
Alaska and Hawaii become 49th and 50th US states,06/08/1959
"Congo, Nigeria, and many African nations gain independence",01/20/1960
Sharpeville Massacre - South Africa kills 69 Black protesters,03/21/1960
U-2 spy plane shot down over Soviet Union,05/01/1960
Yuri Gagarin becomes first human in space,04/12/1961
Bay of Pigs invasion fails,04/17/1961
"Berlin Wall built, dividing East and West Berlin",08/13/1961
Berlin Wall constructed,08/13/1961
John Glenn becomes first American to orbit Earth,02/20/1962
Algerian independence from France,07/03/1962
Cuban Missile Crisis brings world to brink of nuclear war,10/16/1962
Cuban Missile Crisis,10/16/1962
Partial Nuclear Test Ban Treaty signed,08/05/1963
Martin Luther King Jr. delivers 'I Have a Dream' speech,08/28/1963
John F. Kennedy assassinated,11/22/1963
Beatles arrive in America,02/07/1964
Nelson Mandela sentenced to life imprisonment in South Africa,06/12/1964
Civil Rights Act passes in United States,07/02/1964
Civil Rights Act signed in US,07/02/1964
"Gulf of Tonkin incident, US escalates Vietnam War",08/02/1964
Malcolm X assassinated in New York,02/21/1965
US sends combat troops to Vietnam,03/08/1965
Voting Rights Act passes in United States,08/06/1965
Vietnam War escalates - US ground troops deployed,12/03/1965
Indira Gandhi becomes Prime Minister of India,01/19/1966
France withdraws from NATO military command,02/06/1966
Cultural Revolution begins in China,08/01/1966
"Summer of Love in San Francisco, counterculture peak",05/26/1967
"Six Day War - Israel defeats Arab neighbors, takes territories",06/05/1967
Six-Day War in the Middle East,06/05/1967
Che Guevara killed in Bolivia,10/09/1967
Tet Offensive shakes US confidence in Vietnam War,01/30/1968
Martin Luther King Jr. assassinated,04/04/1968
Prague Spring crushed by Soviet invasion,08/21/1968
Moon landing,06/26/1969
Apollo 11 - Neil Armstrong and Buzz Aldrin walk on the Moon,07/20/1969
"Woodstock music festival attracts 400,000",08/15/1969
Woodstock Festival,08/15/1969
"Nixon begins Vietnamization, withdrawal of US troops from Vietnam",12/14/1969
"Earth Day first celebrated, environmental movement grows",04/22/1970
Kent State shooting - National Guard kills 4 students,05/04/1970
"Salvador Allende elected in Chile, first Marxist president",11/03/1970
Space station launched,04/13/1971
"Pentagon Papers revealed, exposing Vietnam War deception",06/13/1971
"China takes UN seat, Taiwan expelled",10/25/1971
"Bangladesh liberation war, Pakistan splits",12/16/1971
"Nixon visits China, normalizing relations",02/21/1972
Nixon visits China,02/21/1972
Watergate break-in begins Nixon's downfall,06/17/1972
Watergate break-in,06/17/1972
Munich Olympics - Palestinian terrorists kill 11 Israeli athletes,09/05/1972
Munich Olympics massacre,09/05/1972
"US withdraws from Vietnam, Paris Peace Accords",01/27/1973
Chile coup - Pinochet overthrows and kills Allende with US backing,09/11/1973
Yom Kippur War - Arab states attack Israel,10/06/1973
Yom Kippur War,10/06/1973
Portugal's Carnation Revolution ends 48 years of dictatorship,04/25/1974
"India tests nuclear weapon, becomes sixth nuclear power",05/18/1974
Nixon resigns due to Watergate scandal,08/09/1974
Khmer Rouge genocide in Cambodia,04/19/1975
"Fall of Saigon, Vietnam War ends with communist victory",04/30/1975
Saigon falls - Vietnam War ends,04/30/1975
Helsinki Accords on human rights and European borders,08/01/1975
Apple Computer founded by Steve Jobs and Steve Wozniak,04/01/1976
Apple Computer founded,05/07/1976
Soweto Uprising - South African students protest apartheid,06/16/1976
"Mao Zedong dies, Gang of Four arrested",09/09/1976
"Star Wars released, pop culture phenomenon",05/25/1977
Deng Xiaoping returns to power in China,08/25/1977
"Egypt's Anwar Sadat visits Israel, peace process begins",11/19/1977
First test-tube baby Louise Brown born,07/25/1978
Camp David Accords - Egypt and Israel peace agreement,09/17/1978
"Pope John Paul II elected, first non-Italian pope in 455 years",10/16/1978
"Iranian Revolution - Shah overthrown, Ayatollah Khomeini takes power",02/11/1979
Margaret Thatcher becomes Britain's first female Prime Minister,05/04/1979
Iranian hostage crisis begins,11/04/1979
Soviet invasion of Afghanistan,12/24/1979
Iranian Revolution - Shah overthrown,12/24/1979
Solidarity trade union founded in Poland by Lech Walesa,08/31/1980
"Iran-Iraq War begins, lasting 8 years",09/22/1980
Solidarity movement in Poland challenges communism,10/20/1980
John Lennon assassinated in New York,12/08/1980
Reagan shot in assassination attempt,03/30/1981
AIDS epidemic recognized as public health crisis,06/05/1981
AIDS epidemic recognized,06/05/1981
IBM introduces personal computer,08/12/1981
IBM PC introduced,09/22/1981
Falklands War,04/14/1982
"Israel invades Lebanon, PLO expelled from Beirut",06/06/1982
Falklands War - Britain defeats Argentina over Falkland Islands,06/14/1982
Sabra and Shatila massacre of Palestinian refugees in Lebanon,09/16/1982
Reagan proposes Strategic Defense Initiative (Star Wars),03/23/1983
US invades Grenada,07/24/1983
Soviet shoot down Korean Air Lines Flight 007,09/01/1983
"US Marine barracks bombed in Beirut, 241 killed",10/23/1983
Famine in Ethiopia kills over a million,07/12/1984
"Indira Gandhi assassinated, anti-Sikh riots in India",10/31/1984
Bhopal chemical disaster kills thousands in India,12/03/1984
"Mikhail Gorbachev becomes Soviet leader, begins reforms",03/11/1985
Live Aid concert raises millions for African famine relief,07/13/1985
Ozone hole over Antarctica discovered,11/30/1985
Space Shuttle Challenger explodes after launch,01/28/1986
Iran-Contra affair revealed,02/17/1986
Chernobyl nuclear disaster,04/26/1986
Black Monday stock market crash,10/19/1987
INF Treaty - US and USSR agree to eliminate intermediate nuclear missiles,12/08/1987
First Palestinian intifada begins against Israeli occupation,12/09/1987
Soviet Union begins withdrawal from Afghanistan,05/15/1988
Iran-Iraq War ends after eight years,08/20/1988
"Pan Am Flight 103 bombed over Lockerbie, Scotland",12/21/1988
Tiananmen Square Massacre - China crushes pro-democracy movement,06/04/1989
Tiananmen Square protests and massacre,06/04/1989
"Revolutions sweep Eastern Europe, communist regimes fall",11/02/1989
"Berlin Wall falls, Germany begins reunification",11/09/1989
Berlin Wall falls,11/09/1989
Nelson Mandela freed after 27 years in prison,02/11/1990
"Iraq invades Kuwait, Gulf War begins",08/02/1990
Reunification of Germany,10/03/1990
Gulf War - US-led coalition expels Iraq from Kuwait,01/17/1991
Gulf War - Operation Desert Storm,01/17/1991
Yugoslav Wars begin,05/11/1991
Yugoslavia begins violent breakup,06/25/1991
World Wide Web invented by Tim Berners-Lee,10/09/1991
"Soviet Union dissolved, 15 independent states emerge",12/25/1991
Soviet Union dissolves,12/25/1991
"Bosnian War begins, siege of Sarajevo starts",04/05/1992
LA Riots after Rodney King verdict,04/29/1992
Bill Clinton elected US President,11/03/1992
Maastricht Treaty creates European Union,12/16/1992
World Trade Center bombed for first time,02/26/1993
Waco siege ends with fire killing Branch Davidians,04/19/1993
Oslo Accords - Israel and PLO recognize each other,09/13/1993
Oslo Accords signed,09/13/1993
North American Free Trade Agreement (NAFTA) takes effect,01/01/1994
"Rwandan Genocide - 800,000 Tutsis killed in 100 days",04/06/1994
Rwandan genocide,04/07/1994
Nelson Mandela elected President of South Africa,05/10/1994
Oklahoma City bombing,04/19/1995
"Srebrenica Massacre - Serbs kill 8,000 Bosniak Muslims",07/11/1995
Israeli Prime Minister Yitzhak Rabin assassinated,11/04/1995
Dolly the sheep cloned,07/09/1996
First Chechen War ends,08/31/1996
"Taliban seizes Kabul, establishes Islamic Emirate of Afghanistan",09/27/1996
Hong Kong returned to China,07/01/1997
Asian Financial Crisis devastates Southeast Asian economies,07/21/1997
Princess Diana killed in car crash,08/31/1997
Good Friday Agreement in Northern Ireland,04/10/1998
India and Pakistan test nuclear weapons,05/17/1998
Google founded by Larry Page and Sergey Brin,09/04/1998
Euro currency introduced,01/01/1999
Columbine High School shooting in Colorado,04/20/1999
NATO bombing of Yugoslavia,04/22/1999
Y2K preparations for feared millennium computer bug,12/22/1999
Y2K computer glitch causes no major problems worldwide,01/01/2000
Vladimir Putin becomes President of Russia,03/26/2000
Y2K scare,08/19/2000
George W Bush wins disputed US presidential election,11/07/2000
Wikipedia founded,01/15/2001
September 11 terrorist attacks on World Trade Center and Pentagon,09/11/2001
September 11 terrorist attacks in US,09/11/2001
US invades Afghanistan,10/07/2001
Euro coins and banknotes enter circulation in 12 EU countries,01/01/2002
Euro coins and notes introduced,01/01/2002
International Criminal Court established,07/01/2002
Bali bombings kill 202 people,10/12/2002
US invades Iraq based on false claims of WMD,03/20/2003
US-led invasion of Iraq begins,03/20/2003
Human Genome Project completed,04/14/2003
SARS epidemic spreads from China to global alarm,05/08/2003
SARS outbreak identified,08/22/2003
Facebook launched,02/04/2004
European Union expands to 25 countries,05/01/2004
Orange Revolution in Ukraine protests rigged election,11/22/2004
"Indian Ocean tsunami kills 230,000 people on Boxing Day",12/26/2004
Indian Ocean earthquake and tsunami,12/26/2004
YouTube founded,02/14/2005
"Pope John Paul II dies, Benedict XVI elected",04/02/2005
London bombings on 7 July kill 52,07/07/2005
Hurricane Katrina devastates New Orleans,08/29/2005
Twitter founded,03/21/2006
North Korea conducts first nuclear test,10/09/2006
Saddam Hussein executed by hanging,12/30/2006
iPhone introduced by Apple,01/09/2007
"iPhone introduced by Apple, transforming mobile technology",01/09/2007
Kosovo declares independence from Serbia,08/24/2007
Global financial crisis begins with US mortgage market collapse,12/16/2007
Russia invades Georgia,08/07/2008
Global financial crisis begins,09/15/2008
Global financial crisis - Lehman Brothers collapses,09/15/2008
Barack Obama elected first Black US President,11/04/2008
Bitcoin created by Satoshi Nakamoto,01/03/2009
Obama inaugurated as 44th US President,01/20/2009
H1N1 swine flu pandemic declared,06/11/2009
Iranian Green Revolution protests disputed election,06/12/2009
Haiti earthquake kills 230000,01/12/2010
Deepwater Horizon oil spill in Gulf of Mexico,04/20/2010
Arab Spring begins in Tunisia with Mohamed Bouazizi self-immolation,12/17/2010
Arab Spring begins in Tunisia,12/17/2010
"Arab Spring: Egyptian revolution, Mubarak resigns",02/11/2011
Fukushima nuclear disaster,03/11/2011
Arab Spring spreads across Middle East,04/21/2011
Osama bin Laden killed by US forces,05/02/2011
Syrian Civil War begins,05/12/2011
Curiosity rover lands on Mars,08/06/2012
Obama re-elected US President,11/06/2012
Sandy Hook Elementary School shooting kills 26 in Connecticut,12/14/2012
Sandy Hook school shooting,12/14/2012
Pope Francis elected as first Jesuit and Latin American pope,03/13/2013
